                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.1742,                0.70847,                0.91891,                0.97386,                0.87234,                 0.9395,                0.40474,                  1.756,                0.77976,                 1.0925,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.1671,                0.72798,                0.91817,                0.97715,                0.90998,                0.94171,                0.53439,                 1.4362,                0.73175,                 1.0294,              0.0014258,              0.0014258,              0.0014258
                     32,                  1.147,                 0.6791,                0.91451,                0.94622,                0.85106,                0.90448,                 0.4125,                 1.8175,                0.94888,                 1.1562,               0.001406,               0.001406,               0.001406
                     33,                 1.1307,                 0.6683,                0.91685,                0.97697,                0.90275,                0.92885,                0.49278,                 1.6066,                0.79948,                 1.0495,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.1713,                0.69242,                 0.9204,                0.95387,                0.91489,                0.92653,                0.46353,                  1.595,                0.87242,                 1.0391,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.1553,                0.69616,                0.93214,                0.95823,                0.87234,                0.91199,                0.52942,                 1.4387,                  0.737,                 1.0242,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.1181,                0.66104,                0.91049,                0.95289,                0.87234,                0.92398,                0.52347,                  1.531,                0.69605,                  1.034,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.0983,                0.62654,                0.91233,                 0.9504,                0.89362,                0.94673,                0.55044,                 1.4178,                0.66717,                 1.0765,               0.001307,               0.001307,               0.001307
                     38,                 1.1195,                0.62885,                0.89546,                0.97726,                0.91427,                0.94507,                0.51383,                  1.596,                0.72174,                  1.052,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.1083,                0.62849,                0.90982,                0.93447,                0.91029,                 0.9604,                0.41511,                 1.7933,                0.87236,                 1.1236,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.0501,                0.62687,                0.89898,                0.97664,                0.88946,                0.91702,                0.57489,                  1.254,                0.70569,                 0.9932,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.0639,                0.62428,                0.89434,                0.95542,                0.91197,                0.95472,                0.51475,                 1.5021,                0.71574,                 1.0147,              0.0012278,              0.0012278,              0.0012278
                     42,                  1.063,                0.62831,                0.90147,                0.97812,                0.97872,                0.96242,                0.49961,                 1.5649,                 0.7457,                  1.037,               0.001208,               0.001208,               0.001208
                     43,                 1.0665,                0.63278,                0.88847,                0.97411,                0.89362,                0.93318,                0.56848,                 1.3287,                0.73991,                0.95832,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.0467,                0.60794,                0.88811,                 0.9497,                0.93617,                0.94369,                0.53742,                 1.4613,                0.79661,                 1.0247,              0.0011684,              0.0011684,              0.0011684
                     45,                  1.024,                0.58812,                0.87458,                0.97481,                0.89362,                0.96076,                0.48473,                 1.6389,                0.73885,                 1.1262,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.0847,                0.62146,                0.88133,                0.95523,                0.90799,                0.95507,                0.58155,                 1.3844,                0.64193,                 1.0324,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.0471,                0.58596,                0.89263,                 0.9349,                0.91664,                 0.9535,                0.53828,                 1.5551,                0.75845,                 1.0856,               0.001109,               0.001109,               0.001109
                     48,                 1.0107,                0.58052,                0.87679,                0.97102,                0.95745,                0.95779,                0.52916,                 1.4327,                0.74997,                 1.0152,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.0552,                0.61247,                0.87942,                0.95184,                0.91489,                0.95778,                0.54082,                 1.3658,                0.71782,                 1.0416,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.0079,                0.58109,                0.88224,                0.95506,                0.93617,                0.95146,                0.49075,                  1.485,                0.82889,                  1.042,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.0196,                0.58334,                0.88617,                0.95488,                0.90057,                0.97366,                0.53296,                 1.6175,                0.66606,                 1.1043,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.0082,                0.58697,                0.87406,                0.97369,                0.93617,                0.96504,                0.59386,                  1.386,                 0.6735,                 1.0171,                0.00101,                0.00101,                0.00101
                     53,                 1.0174,                 0.5829,                0.88387,                0.97364,                0.93617,                0.96955,                0.54812,                 1.5455,                0.72574,                 1.0605,              0.0009902,              0.0009902,              0.0009902
                     54,                0.99372,                 0.5666,                0.87222,                0.93252,                0.97872,                0.97706,                0.54717,                 1.4963,                0.65995,                  1.059,              0.0009704,              0.0009704,              0.0009704
                     55,                0.99131,                 0.5588,                0.87155,                0.94834,                0.97872,                0.96863,                0.57849,                 1.4129,                0.67544,                  1.034,              0.0009506,              0.0009506,              0.0009506
                     56,                0.97711,                0.55397,                0.85733,                0.95612,                0.97872,                 0.9824,                0.59864,                  1.357,                 0.6558,                0.99697,              0.0009308,              0.0009308,              0.0009308
                     57,                0.98486,                0.55569,                0.86901,                0.97869,                0.97705,                0.97413,                0.60835,                 1.2549,                0.59904,                0.97678,               0.000911,               0.000911,               0.000911
                     58,                0.95724,                0.54055,                0.86515,                0.97867,                0.97624,                0.98305,                0.59403,                 1.3395,                0.59278,                0.98887,              0.0008912,              0.0008912,              0.0008912
                     59,                0.95443,                0.53333,                0.86314,                0.97725,                0.93617,                0.98442,                0.56335,                 1.4281,                0.64065,                 1.0175,              0.0008714,              0.0008714,              0.0008714
                     60,                0.94346,                0.53152,                0.85926,                0.95892,                0.99331,                0.98652,                0.57116,                 1.4115,                0.64801,                 1.0472,              0.0008516,              0.0008516,              0.0008516
                     61,                0.92909,                0.52529,                0.85643,                0.97863,                0.97452,                0.97627,                0.56221,                 1.3505,                0.60562,                 1.0053,              0.0008318,              0.0008318,              0.0008318
                     62,                0.95973,                0.54242,                 0.8659,                0.97475,                0.97872,                0.97739,                0.55089,                 1.4607,                0.67988,                  1.036,               0.000812,               0.000812,               0.000812
                     63,                0.95835,                0.54248,                0.86775,                0.97869,                0.97727,                0.98989,                0.57938,                 1.4123,                0.61025,                 1.0256,              0.0007922,              0.0007922,              0.0007922
                     64,                0.95519,                0.53119,                0.87153,                0.97529,                      1,                0.99208,                0.60154,                 1.3477,                0.61466,                 1.0434,              0.0007724,              0.0007724,              0.0007724
                     65,                0.93664,                0.52441,                0.87418,                0.97198,                0.97872,                0.98588,                  0.615,                 1.3841,                0.61145,                 1.0271,              0.0007526,              0.0007526,              0.0007526
                     66,                0.94896,                0.52503,                0.87294,                0.95405,                0.97872,                0.97724,                0.60906,                 1.2758,                 0.6651,                 1.0213,              0.0007328,              0.0007328,              0.0007328
                     67,                0.91074,                0.52053,                0.86736,                0.97699,                0.95745,                0.98614,                0.57555,                 1.3326,                0.60069,                 1.0141,               0.000713,               0.000713,               0.000713
                     68,                0.91162,                 0.5235,                 0.8666,                0.97866,                 0.9756,                0.97517,                0.60149,                 1.3265,                0.66415,                 1.0038,              0.0006932,              0.0006932,              0.0006932
                     69,                0.89544,                0.48186,                0.85159,                0.97185,                0.97872,                0.98584,                0.56996,                 1.3687,                0.64337,                 1.0256,              0.0006734,              0.0006734,              0.0006734
                     70,                0.89366,                0.50308,                0.85118,                0.97744,                0.97872,                0.98774,                0.57614,                 1.3767,                0.59715,                 1.0155,              0.0006536,              0.0006536,              0.0006536
                     71,                0.87835,                0.48698,                0.85421,                0.97592,                0.97872,                0.98499,                0.59654,                 1.2748,                0.59708,                0.95477,              0.0006338,              0.0006338,              0.0006338
                     72,                0.86528,                 0.4959,                0.84929,                0.97627,                0.97872,                0.98121,                0.58632,                 1.3547,                0.64012,                 1.0274,               0.000614,               0.000614,               0.000614
                     73,                0.86013,                 0.4818,                0.84412,                0.97614,                0.97872,                0.98896,                0.57278,                 1.3944,                0.60706,                  0.994,              0.0005942,              0.0005942,              0.0005942
                     74,                0.86399,                0.48517,                0.84195,                0.97689,                0.97872,                0.98891,                0.56743,                 1.4884,                0.62901,                 1.0551,              0.0005744,              0.0005744,              0.0005744
                     75,                0.82306,                0.47425,                0.83168,                0.97689,                0.97872,                0.98341,                0.57145,                 1.4344,                0.71319,                 1.0511,              0.0005546,              0.0005546,              0.0005546
                     76,                0.84304,                0.45946,                0.84915,                0.95556,                0.97872,                0.98161,                0.59481,                 1.3354,                0.66367,                 1.0443,              0.0005348,              0.0005348,              0.0005348
                     77,                0.82392,                0.46113,                0.84917,                0.97557,                0.97872,                 0.9803,                0.60881,                 1.3262,                0.60151,                0.98557,               0.000515,               0.000515,               0.000515
                     78,                0.84537,                0.46795,                0.84155,                0.97906,                0.99504,                0.98583,                 0.5931,                 1.2965,                0.55958,                0.96845,              0.0004952,              0.0004952,              0.0004952
                     79,                0.85315,                0.47272,                0.85609,                 0.9786,                0.97326,                0.98662,                0.64115,                 1.2797,                0.52213,                 1.0149,              0.0004754,              0.0004754,              0.0004754
                     80,                0.84176,                0.45918,                0.83267,                0.95822,                0.97611,                 0.9658,                 0.6095,                 1.2852,                0.57944,                0.97355,              0.0004556,              0.0004556,              0.0004556
                     81,                0.80756,                0.45827,                0.84722,                 0.9541,                0.97872,                 0.9856,                0.61281,                 1.3659,                0.61982,                0.99429,              0.0004358,              0.0004358,              0.0004358
                     82,                0.81078,                0.44841,                0.83104,                 0.9732,                0.97872,                0.98648,                0.61475,                 1.3252,                0.56062,                0.99862,               0.000416,               0.000416,               0.000416
                     83,                 0.8235,                0.46182,                0.83817,                0.95833,                0.97872,                0.98879,                0.61003,                 1.3263,                 0.5534,                0.97141,              0.0003962,              0.0003962,              0.0003962
                     84,                0.79942,                0.44469,                0.84633,                0.97913,                0.99815,                0.98979,                0.61012,                 1.3665,                0.56899,                 1.0122,              0.0003764,              0.0003764,              0.0003764
                     85,                0.78107,                0.43513,                0.84574,                0.97136,                0.97872,                 0.9852,                0.60567,                 1.3152,                0.60555,                 0.9969,              0.0003566,              0.0003566,              0.0003566
                     86,                0.79017,                0.44137,                0.83592,                0.97661,                0.97872,                0.98794,                0.60644,                 1.3198,                0.57775,                0.98813,              0.0003368,              0.0003368,              0.0003368
                     87,                0.80375,                0.44436,                0.83172,                 0.9771,                0.97872,                0.99014,                0.60495,                 1.2708,                0.55341,                0.96606,               0.000317,               0.000317,               0.000317
                     88,                0.79201,                0.43598,                0.84526,                0.97795,                0.97872,                0.98402,                0.59687,                 1.3203,                0.60769,                0.99185,              0.0002972,              0.0002972,              0.0002972
                     89,                0.76655,                0.41376,                 0.8272,                0.97662,                0.97872,                0.98605,                0.59585,                 1.4285,                0.65096,                 1.0293,              0.0002774,              0.0002774,              0.0002774
                     90,                0.75107,                0.41784,                0.82734,                0.97707,                0.97872,                0.98612,                0.60761,                 1.3474,                0.62395,                 1.0182,              0.0002576,              0.0002576,              0.0002576
                     91,                 0.8286,                0.43455,                0.84222,                0.97549,                0.97872,                0.98115,                0.61077,                 1.3088,                0.58089,                 1.0093,              0.0002378,              0.0002378,              0.0002378
                     92,                0.79595,                0.41785,                0.83755,                0.97514,                0.97872,                0.98646,                0.60348,                 1.3531,                 0.5907,                 1.0365,               0.000218,               0.000218,               0.000218
                     93,                0.78261,                0.41588,                0.83225,                0.97685,                0.97872,                0.98589,                0.62543,                 1.2894,                0.58362,                 1.0039,              0.0001982,              0.0001982,              0.0001982
                     94,                0.75252,                0.40138,                0.82941,                0.97703,                0.97872,                0.98371,                0.62946,                 1.2461,                0.55529,                0.97697,              0.0001784,              0.0001784,              0.0001784
                     95,                0.76715,                0.41579,                0.84219,                0.97672,                0.97872,                0.98805,                0.63319,                 1.2422,                0.54257,                0.97316,              0.0001586,              0.0001586,              0.0001586
                     96,                0.75263,                0.39302,                0.84508,                 0.9787,                0.97758,                0.98542,                0.62392,                 1.2894,                0.56711,                0.99209,              0.0001388,              0.0001388,              0.0001388
                     97,                0.71986,                0.37791,                0.82809,                0.97868,                0.97653,                0.98545,                0.61387,                 1.3032,                0.60328,                0.99816,               0.000119,               0.000119,               0.000119
                     98,                0.70215,                0.38374,                 0.8387,                0.97868,                0.97655,                0.98762,                0.62993,                 1.2849,                0.58939,                0.98974,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.72105,                0.38032,                0.82697,                0.97872,                0.97841,                0.98522,                0.64221,                 1.2372,                0.58482,                0.97821,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 0.7133,                0.38205,                0.83833,                 0.9787,                0.97763,                0.98377,                0.64379,                 1.2124,                0.57048,                0.97666,               5.96e-05,               5.96e-05,               5.96e-05
